Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,61.419998,62.416599,61.299999,62.299999,59.788784,4237293
2023-03-06,62.310001,62.730000,62.160000,62.570000,60.047901,3306147
2023-03-07,62.349998,62.360001,61.320000,61.599998,59.116997,3146586
2023-03-08,61.509998,61.930000,61.020000,61.369999,58.896271,2837335
2023-03-09,61.250000,61.669998,60.540001,60.660000,58.214893,3348425
2023-03-10,61.250000,61.693100,60.189999,60.360001,57.926983,4493262
2023-03-13,58.310001,60.160000,58.080002,59.099998,56.717773,6706667
2023-03-14,59.389999,60.380001,58.834999,59.400002,57.005676,4932262
2023-03-15,55.570000,56.020000,54.509998,55.549999,53.310867,11421323
2023-03-16,53.070000,54.709999,52.470001,54.639999,52.437546,12526152
2023-03-17,54.549999,54.705002,53.580002,53.950001,51.775360,8845638
2023-03-20,54.759998,55.630001,54.480000,55.240002,53.013363,5500597
2023-03-21,57.169998,57.439999,56.325001,57.119999,54.817581,7023901
2023-03-22,56.980000,57.955002,56.830002,56.849998,54.558464,7104574
2023-03-23,56.990002,57.349998,55.544998,55.970001,53.713936,7498669
2023-03-24,53.950001,54.825001,53.740002,54.570000,52.370369,9647766
2023-03-27,55.189999,56.077000,54.869999,55.840000,53.589176,4769003
2023-03-28,55.599998,56.560001,55.529999,56.169998,53.905876,5304799
2023-03-29,57.139999,57.150002,56.770000,57.119999,54.817581,3250394
2023-03-30,58.110001,58.130001,57.529999,57.939999,55.604527,3522244
2023-03-31,57.549999,57.790001,57.360001,57.540001,55.220654,5167569
2023-04-03,60.750000,61.130100,60.000000,60.509998,58.070938,7789641
2023-04-04,60.200001,60.209999,59.110001,59.500000,57.101646,5158938
2023-04-05,59.700001,59.910000,59.009998,59.869999,57.456738,3738038
2023-04-06,60.470001,60.880001,60.130001,60.570000,58.128517,4338182
2023-04-10,60.230000,60.955002,60.230000,60.799999,58.349247,2851074
2023-04-11,61.000000,61.095001,60.715000,60.779999,58.330051,3807005
2023-04-12,61.689999,61.840000,61.255001,61.380001,58.905869,4039765
2023-04-13,61.750000,62.145000,61.560001,62.070000,59.568054,3582535
2023-04-14,62.110001,62.310001,61.650002,62.060001,59.558460,3596442
2023-04-17,61.570000,61.689999,61.200001,61.490002,59.011436,3913338
2023-04-18,61.400002,61.950600,61.240002,61.910000,59.414505,3430240
2023-04-19,61.459999,61.639999,61.259998,61.500000,59.021030,3729779
2023-04-20,60.849998,61.660000,60.830002,61.650002,59.164986,4531069
2023-04-21,61.439999,61.580002,61.119999,61.459999,58.982643,3703752
2023-04-24,61.259998,62.070000,61.230000,62.000000,59.500877,3193965
2023-04-25,61.529999,61.580002,60.279999,60.709999,58.262875,4815114
2023-04-26,61.299999,61.451000,60.279999,60.490002,58.051743,3463368
2023-04-27,60.139999,60.930000,60.029999,60.680000,58.234081,4111200
2023-04-28,60.810001,62.230000,60.610001,61.980000,59.481682,4411813
2023-05-01,61.459999,62.029999,61.174999,61.380001,58.905869,2492270
2023-05-02,60.560001,60.580002,58.625000,59.250000,56.861729,8409357
2023-05-03,58.419998,59.090000,58.250000,58.520000,56.161156,6056727
2023-05-04,59.330002,60.150002,59.090000,59.340000,56.948101,6873805
2023-05-05,60.480000,61.389999,60.470001,61.130001,58.665947,4957648
2023-05-08,61.880001,61.980000,60.770000,60.860001,58.406830,4120153
2023-05-09,59.959999,61.134998,59.825001,60.840000,58.387638,3929929
2023-05-10,61.560001,61.590000,60.630001,61.000000,58.541183,3668686
2023-05-11,59.849998,60.419998,59.520000,60.340000,57.907791,3202373
2023-05-12,60.759998,61.070000,60.139999,60.360001,57.926983,3007570
2023-05-15,60.580002,61.150002,60.400002,60.919998,58.464409,2691564
2023-05-16,60.340000,60.730000,59.855000,59.910000,57.495121,3547073
2023-05-17,60.419998,60.965000,59.990002,60.790001,58.339653,3782456
2023-05-18,60.430000,60.439999,59.580002,60.060001,58.189480,5674548
2023-05-19,60.750000,60.955002,60.290001,60.419998,58.538265,3615164
2023-05-22,60.119999,60.439999,59.985001,60.029999,58.160412,2964172
2023-05-23,60.369999,60.770000,60.090000,60.360001,58.480133,3265973
2023-05-24,59.930000,60.040001,59.290001,59.540001,57.685673,4587894
2023-05-25,58.459999,58.599998,57.939999,58.389999,56.571487,5200606
2023-05-26,58.759998,58.919998,58.435001,58.779999,56.949341,3448964
2023-05-30,57.500000,57.939999,57.215000,57.490002,55.699520,3343556
2023-05-31,56.020000,56.330002,55.775002,56.000000,54.255920,6159243
2023-06-01,56.180000,57.410000,56.029999,57.090000,55.311977,4418013
2023-06-02,57.860001,58.450001,57.770000,58.259998,56.445534,4469082
2023-06-05,58.349998,58.384998,57.564999,57.709999,55.912663,4556609
2023-06-06,56.360001,57.730000,56.310001,57.700001,55.902981,5449934
2023-06-07,57.439999,58.314999,57.430000,58.200001,56.387405,6636455
2023-06-08,58.410000,59.000000,58.060001,58.840000,57.007473,6165899
2023-06-09,58.259998,58.770000,57.990002,58.430000,56.610245,3693359
2023-06-12,58.009998,58.400002,57.549999,57.820000,56.019241,4920785
2023-06-13,58.389999,59.099998,58.279999,58.389999,56.571487,5433135
2023-06-14,59.580002,59.990002,58.959999,59.360001,57.511280,7493266
2023-06-15,59.900002,61.090000,59.820000,60.680000,58.790165,8191054
2023-06-16,60.599998,60.965000,60.220001,60.349998,58.470448,6410520
2023-06-20,60.330002,60.380001,59.580002,60.330002,58.451069,4645056
